customer_id,age,annual_income,tenure_months,monthly_spend,orders_last_12_months,satisfaction_score,complaints_last_year,support_calls,discount_pct,region,customer_segment,payment_method
CUST10803,39.0,37252.14,7.3,93.98,10,9.1,2.0,4,16.6,Kano,Student,Cash
CUST10804,32.0,23921.8,16.6,80.64,11,6.4,1.0,3,10.9,Ibadan,Family,USSD
CUST10805,33.0,20401.46,71.5,,7,8.6,3.0,5,17.8,Kano,Professional,USSD
CUST10806,34.0,23012.98,21.2,68.72,11,8.5,2.0,1,9.7,Lagos,Family,Bank Transfer
CUST10807,41.0,63704.35,6.2,136.74,10,6.7,2.0,3,12.0,Ibadan,Professional,Cash
CUST10808,,72757.5,2.4,85.21,11,4.5,2.0,5,17.6,Kano,Professional,Card
CUST10809,53.0,23050.29,35.7,107.41,12,7.0,6.0,3,21.3,Port Harcourt,Student,Bank Transfer
CUST10810,27.0,89981.51,14.5,66.39,7,9.0,1.0,0,10.1,Kano,Business,Bank Transfer
CUST10811,36.0,42167.49,51.8,69.64,7,8.5,0.0,2,6.0,Ibadan,Professional,Bank Transfer
CUST10812,,59624.67,32.3,114.64,8,10.0,0.0,2,19.3,Abuja,Student,Cash
CUST10813,55.0,133493.73,47.7,55.08,10,6.1,0.0,3,10.3,Lagos,Family,Cash
CUST10814,40.0,90070.69,9.5,75.38,11,8.4,2.0,4,9.1,Abuja,Business,Card
CUST10815,50.0,47448.33,35.4,88.68,10,5.2,4.0,4,9.6,Lagos,Family,Card
CUST10816,20.0,33689.21,9.2,88.52,9,7.4,1.0,3,7.7,Lagos,Family,Bank Transfer
CUST10817,41.0,16841.31,83.9,87.24,3,9.0,0.0,0,16.6,Port Harcourt,Student,Cash
CUST10818,49.0,37032.61,30.3,,7,8.6,2.0,2,4.0,Lagos,Family,Card
CUST10819,39.0,,11.8,103.26,3,7.2,0.0,2,12.6,Port Harcourt,Family,USSD
CUST10820,51.0,31956.78,9.4,104.12,10,6.5,0.0,9,13.5,Ibadan,Family,USSD
CUST10821,32.0,51169.41,6.4,60.86,7,5.2,2.0,3,8.4,Abuja,Business,Bank Transfer
CUST10822,55.0,57374.6,35.6,80.74,6,6.6,0.0,5,21.5,Ibadan,Professional,USSD
CUST10823,66.0,48601.89,7.4,115.46,11,4.6,1.0,3,17.4,Lagos,Professional,Bank Transfer
CUST10824,34.0,38468.19,27.1,109.54,7,6.4,1.0,4,9.3,Ibadan,Business,Cash
CUST10825,33.0,60345.91,9.2,51.42,12,3.7,,2,11.4,Ibadan,Family,Bank Transfer
CUST10826,55.0,70133.5,32.5,96.39,4,4.6,1.0,0,17.4,Abuja,Student,Bank Transfer
CUST10827,57.0,30193.11,50.6,,8,8.5,2.0,1,12.5,Lagos,Professional,Cash
CUST10828,32.0,119503.54,45.2,89.79,8,8.3,3.0,0,20.4,Lagos,Business,Card
CUST10829,,52097.12,42.9,135.88,4,6.5,1.0,2,15.4,Kano,Student,Card
CUST10830,35.0,55573.17,6.2,61.8,11,7.1,2.0,5,13.5,Ibadan,Student,Card
CUST10831,22.0,,2.8,64.36,7,7.4,2.0,3,13.5,Abuja,Professional,Card
CUST10832,27.0,62527.22,36.0,106.98,8,7.8,0.0,3,30.9,Port Harcourt,Business,Bank Transfer
CUST10833,26.0,92903.22,13.8,47.53,11,7.6,4.0,2,5.9,Lagos,Business,Card
CUST10834,29.0,64408.88,17.0,70.54,3,4.6,3.0,1,5.4,Abuja,Professional,USSD
CUST10835,38.0,39271.25,1.0,,10,2.6,3.0,3,10.6,Ibadan,Family,USSD
CUST10836,41.0,67098.39,9.0,69.86,11,5.2,2.0,2,20.4,Lagos,Professional,Card
CUST10837,57.0,29320.41,1.0,79.18,3,6.7,3.0,2,0.0,Ibadan,Professional,USSD
CUST10838,26.0,58383.95,63.4,108.68,10,8.7,1.0,3,0.6,Ibadan,Business,USSD
CUST10839,50.0,54003.92,8.4,384.83,9,7.4,1.0,1,9.6,Ibadan,Student,Cash
CUST10840,35.0,49051.41,24.4,93.63,8,8.0,1.0,0,24.7,Lagos,Professional,Cash
CUST10841,37.0,51246.0,1.2,76.62,9,5.4,3.0,3,12.2,Lagos,Family,Card
CUST10842,46.0,19537.12,33.0,96.89,7,6.9,2.0,3,5.0,Lagos,Student,Bank Transfer
CUST10843,25.0,40671.78,11.7,82.84,6,7.1,2.0,5,16.9,Kano,Professional,Bank Transfer
CUST10844,43.0,57881.5,68.5,101.92,10,5.6,4.0,2,22.0,Port Harcourt,Family,Cash
CUST10845,,60054.6,65.7,77.83,12,5.1,3.0,3,8.2,Lagos,Family,Cash
CUST10846,44.0,31252.89,11.8,81.38,8,6.6,1.0,3,14.7,Kano,Professional,Bank Transfer
CUST10847,41.0,110329.63,69.4,65.8,9,8.2,1.0,2,12.9,Lagos,Professional,Card
CUST10848,67.0,34155.96,120.0,93.72,11,5.4,2.0,6,15.4,Lagos,Family,Bank Transfer
CUST10849,30.0,93740.9,52.4,68.91,9,6.6,1.0,5,9.2,Abuja,Business,Bank Transfer
CUST10850,32.0,69566.98,55.9,61.62,6,9.4,1.0,3,15.8,Lagos,Professional,USSD
CUST10851,31.0,38548.15,8.6,92.15,8,6.1,1.0,1,17.0,Lagos,Business,Bank Transfer
CUST10852,,146021.54,25.8,92.38,6,7.0,0.0,3,16.3,Abuja,Family,Cash
CUST10853,30.0,28526.48,2.1,104.74,9,6.8,1.0,4,2.3,Ibadan,Business,Card
CUST10854,52.0,91182.95,3.0,74.46,7,6.7,2.0,2,3.4,Kano,Student,Bank Transfer
CUST10855,55.0,95359.45,120.0,104.8,7,10.0,2.0,2,7.9,Abuja,Professional,USSD
CUST10856,31.0,38034.44,11.9,,6,7.6,,3,13.6,Kano,Student,Cash
CUST10857,28.0,118295.9,41.4,99.43,9,4.2,1.0,2,15.4,Port Harcourt,Professional,Cash
CUST10858,,47933.16,49.3,68.3,13,9.8,4.0,1,5.7,Abuja,Business,USSD
CUST10859,31.0,64464.5,58.6,93.42,5,7.5,2.0,1,13.9,Kano,Student,Cash
CUST10860,46.0,63466.37,120.0,103.7,2,6.3,1.0,3,17.7,Port Harcourt,Family,USSD
CUST10861,40.0,51083.59,8.3,85.84,5,9.4,0.0,3,16.0,Port Harcourt,Student,Cash
CUST10862,20.0,85908.07,1.2,32.94,6,5.6,1.0,3,9.2,Port Harcourt,Family,Cash
CUST10863,57.0,85093.61,15.9,90.28,9,10.0,0.0,0,9.8,Port Harcourt,Professional,Cash
CUST10864,,21023.49,4.2,140.65,11,7.2,1.0,4,4.2,Abuja,Student,Cash
CUST10865,31.0,112698.97,1.0,76.08,9,8.8,1.0,3,22.4,Ibadan,Professional,USSD
CUST10866,33.0,,13.4,67.87,5,10.0,,5,14.8,Lagos,Family,Bank Transfer
CUST10867,41.0,97050.71,45.9,98.01,10,7.3,2.0,8,2.3,Ibadan,Student,Cash
CUST10868,42.0,102209.13,25.1,94.81,5,6.8,2.0,3,19.4,Abuja,Professional,USSD
CUST10869,46.0,30183.69,11.3,115.72,14,5.1,0.0,2,16.0,Lagos,Student,USSD
CUST10870,62.0,,31.9,56.1,5,6.8,1.0,5,19.2,Port Harcourt,Business,USSD
CUST10871,36.0,,7.9,103.92,8,5.1,2.0,3,8.6,Abuja,Family,Bank Transfer
CUST10872,28.0,48868.19,1.0,99.84,6,6.7,1.0,0,9.5,Kano,Family,Card
CUST10873,21.0,46428.54,43.4,84.92,13,,1.0,4,7.1,Abuja,Family,USSD
CUST10874,29.0,84448.89,29.3,95.81,8,7.2,1.0,1,24.7,Port Harcourt,Student,USSD
CUST10875,38.0,113069.54,43.1,114.18,6,6.0,1.0,1,9.0,Lagos,Family,USSD
CUST10876,60.0,118505.49,1.2,106.9,7,6.6,1.0,2,6.3,Lagos,Student,Bank Transfer
CUST10877,32.0,40372.17,54.4,60.78,5,,1.0,1,8.1,Abuja,Professional,Cash
CUST10878,41.0,49021.61,29.0,107.82,11,8.9,0.0,3,10.0,Port Harcourt,Family,Bank Transfer
CUST10879,38.0,21789.8,24.9,85.37,11,6.8,3.0,5,21.3,Port Harcourt,Family,USSD
CUST10880,52.0,35307.83,29.4,89.17,9,9.9,2.0,4,13.7,Port Harcourt,Student,Card
CUST10881,68.0,,59.9,91.63,5,6.4,2.0,3,19.4,Ibadan,Student,USSD
CUST10882,32.0,133740.82,26.5,83.37,11,6.5,3.0,3,13.7,Port Harcourt,Family,Cash
CUST10883,32.0,27894.83,26.1,116.88,6,5.4,,4,10.9,Ibadan,Family,Card
CUST10884,51.0,39705.03,120.0,92.51,10,6.3,1.0,3,5.7,Lagos,Student,Card
CUST10885,46.0,54207.0,42.4,60.4,4,3.9,,3,21.6,Lagos,Student,Bank Transfer
CUST10886,60.0,64162.69,17.5,76.56,7,3.2,1.0,2,17.9,Lagos,Business,Bank Transfer
CUST10887,45.0,35235.4,36.9,92.42,11,8.1,5.0,3,18.5,Lagos,Family,Cash
CUST10888,34.0,69447.2,14.8,116.91,10,3.9,0.0,4,17.6,Port Harcourt,Business,Bank Transfer
CUST10889,45.0,42381.91,7.8,100.7,7,7.7,1.0,2,7.7,Abuja,Professional,Cash
CUST10890,51.0,54564.55,27.3,65.92,10,6.1,1.0,8,13.6,Port Harcourt,Professional,Card
CUST10891,48.0,74276.12,79.0,153.45,8,8.7,,2,18.5,Kano,Professional,Card
CUST10892,44.0,55194.62,79.4,97.97,3,3.9,2.0,1,17.7,Ibadan,Family,Card
CUST10893,51.0,43264.0,12.6,117.89,7,8.1,1.0,8,12.9,Ibadan,Student,Cash
CUST10894,,51782.27,22.5,83.01,6,7.6,1.0,2,23.8,Lagos,Student,Bank Transfer
CUST10895,55.0,52390.93,7.1,98.9,8,7.7,3.0,3,15.2,Abuja,Student,Bank Transfer
CUST10896,46.0,44872.59,120.0,115.59,9,9.0,1.0,1,19.9,Lagos,Family,Bank Transfer
CUST10897,36.0,47703.05,119.1,124.98,10,7.1,5.0,3,13.2,Lagos,Professional,USSD
CUST10898,,132500.86,31.5,113.95,12,2.6,1.0,6,9.8,Port Harcourt,Family,Card
CUST10899,52.0,74876.41,49.0,110.72,10,7.8,3.0,3,17.8,Port Harcourt,Business,Card
CUST10900,28.0,46750.22,37.7,80.14,7,7.6,3.0,2,16.4,Lagos,Family,USSD
CUST10901,42.0,80693.51,27.0,72.86,7,6.6,1.0,2,14.1,Kano,Professional,Card
CUST10902,33.0,45774.74,1.6,93.45,13,5.5,1.0,2,6.9,Kano,Business,Card
CUST10903,38.0,104852.2,18.2,,8,6.4,1.0,4,18.1,Lagos,Professional,USSD
CUST10904,53.0,,33.7,82.13,13,9.6,1.0,3,7.2,Abuja,Student,Card
CUST10905,40.0,,34.0,114.35,5,5.3,2.0,1,16.7,Ibadan,Business,Bank Transfer
CUST10906,39.0,70356.66,14.0,122.44,7,3.9,3.0,5,5.4,Port Harcourt,Student,USSD
CUST10907,22.0,23181.42,85.3,68.91,9,4.4,2.0,2,6.9,Abuja,Family,Card
CUST10908,47.0,29595.17,5.5,64.52,3,6.9,0.0,3,13.8,Lagos,Professional,Bank Transfer
CUST10909,46.0,28521.96,20.8,83.16,11,10.0,0.0,3,15.5,Lagos,Professional,Cash
CUST10910,64.0,59498.55,35.2,95.51,5,10.0,0.0,5,13.3,Lagos,Family,Card
CUST10911,,142624.66,35.8,74.75,6,8.2,4.0,4,8.8,Kano,Professional,USSD
CUST10912,41.0,187644.32,31.4,121.32,8,5.2,0.0,6,18.7,Lagos,Family,Bank Transfer
CUST10913,41.0,78121.19,9.7,96.37,4,5.4,0.0,4,12.8,Lagos,Family,Cash
CUST10914,57.0,72442.83,5.1,86.39,5,8.6,1.0,1,13.2,Lagos,Professional,Cash
CUST10915,37.0,20424.83,30.3,51.53,15,9.4,3.0,4,11.1,Kano,Professional,Card
CUST10916,41.0,40807.37,27.4,54.3,4,5.8,2.0,2,7.7,Lagos,Professional,Cash
CUST10917,45.0,35660.8,5.9,92.5,5,9.6,1.0,2,18.8,Lagos,Business,USSD
CUST10918,,39090.01,36.6,34.62,14,6.6,0.0,5,8.1,Port Harcourt,Family,Cash
CUST10919,33.0,50141.75,18.2,111.77,5,8.3,1.0,2,22.2,Abuja,Business,Card
CUST10920,40.0,42422.69,33.1,,12,9.1,2.0,2,7.1,Lagos,Student,Cash
CUST10921,51.0,18517.54,54.5,170.44,13,4.3,1.0,1,13.9,Lagos,Student,Card
CUST10922,26.0,,5.6,,5,7.8,1.0,4,12.4,Kano,Student,Cash
CUST10923,40.0,30487.74,1.0,80.54,6,,2.0,2,11.3,Ibadan,Student,Bank Transfer
CUST10924,30.0,62734.97,45.3,85.97,8,6.0,1.0,4,16.1,Abuja,Family,Card
CUST10925,52.0,172100.51,28.2,112.15,8,5.1,1.0,0,16.7,Lagos,Business,USSD
CUST10926,20.0,33170.86,36.1,130.47,6,7.9,0.0,3,15.2,Lagos,Professional,USSD
CUST10927,31.0,13676.45,54.6,48.42,3,7.2,2.0,6,5.6,Kano,Business,Cash
CUST10928,43.0,46994.51,48.7,44.24,10,6.4,0.0,3,5.0,Port Harcourt,Student,Bank Transfer
CUST10929,57.0,100772.04,97.3,77.23,6,,3.0,1,4.6,Kano,Business,Cash
CUST10930,37.0,161486.94,23.0,101.41,7,4.0,1.0,4,10.5,Port Harcourt,Professional,Cash
CUST10931,31.0,27968.56,20.1,99.03,4,7.7,1.0,0,24.7,Ibadan,Business,Bank Transfer
CUST10932,61.0,72277.85,15.4,112.98,7,9.9,2.0,2,11.7,Ibadan,Student,Card
CUST10933,21.0,42581.18,5.0,55.41,10,5.7,,4,24.6,Kano,Business,USSD
CUST10934,18.0,415093.22,25.5,29.14,4,5.5,3.0,1,11.8,Abuja,Professional,Bank Transfer
CUST10935,43.0,235502.62,9.7,107.23,10,7.3,2.0,3,13.0,Lagos,Professional,Cash
CUST10936,32.0,24063.58,76.3,70.4,7,10.0,4.0,5,15.6,Abuja,Professional,Card
CUST10937,26.0,63237.03,26.3,36.64,11,9.0,1.0,2,10.3,Abuja,Professional,Cash
CUST10938,47.0,71133.93,27.0,90.78,9,6.8,1.0,1,13.4,Port Harcourt,Family,Card
CUST10939,41.0,99934.57,13.2,105.88,7,7.1,2.0,5,1.8,Lagos,Business,USSD
CUST10940,31.0,58045.31,1.6,82.08,9,9.2,,1,6.7,Port Harcourt,Family,USSD
CUST10941,23.0,65154.47,1.0,73.63,6,5.4,1.0,2,1.9,Abuja,Family,Card
CUST10942,48.0,44341.74,16.5,82.34,8,8.1,2.0,2,16.4,Port Harcourt,Student,USSD
CUST10943,46.0,63774.47,2.7,75.95,6,5.0,1.0,2,3.8,Lagos,Family,Cash
CUST10944,37.0,45539.38,28.0,53.54,8,8.7,1.0,2,20.5,Abuja,Professional,Card
CUST10945,60.0,77416.33,63.9,72.24,10,6.5,1.0,1,14.1,Lagos,Business,Cash
CUST10946,25.0,44882.48,64.3,103.18,9,7.4,4.0,2,17.8,Ibadan,Professional,Card
CUST10947,20.0,67676.46,32.3,95.62,7,6.4,3.0,3,8.1,Abuja,Family,Cash
CUST10948,30.0,54121.89,7.1,89.77,13,8.3,2.0,3,5.3,Lagos,Professional,USSD
CUST10949,37.0,102172.32,59.6,64.89,9,6.7,,0,9.9,Lagos,Professional,Bank Transfer
CUST10950,41.0,53467.11,65.2,85.68,10,10.0,,5,18.4,Port Harcourt,Professional,Cash
CUST10951,35.0,20742.1,6.6,31.1,7,9.6,3.0,7,24.7,Lagos,Professional,Card
CUST10952,42.0,110100.11,40.1,92.67,9,4.7,3.0,3,15.1,Ibadan,Professional,USSD
CUST10953,,33420.87,10.1,121.53,7,7.3,3.0,1,4.1,Port Harcourt,Student,Card
CUST10954,55.0,38388.64,48.7,52.04,9,8.3,4.0,3,6.2,Lagos,Business,Cash
CUST10955,37.0,39635.27,120.0,79.95,10,6.2,1.0,1,3.1,Port Harcourt,Student,Card
CUST10956,51.0,117128.79,1.0,93.31,6,9.2,3.0,3,11.2,Lagos,Business,Card
CUST10957,42.0,,68.3,121.78,6,9.0,1.0,3,10.3,Ibadan,Student,Cash
CUST10958,43.0,308923.87,29.2,76.13,1,6.8,4.0,1,11.2,Lagos,Student,USSD
CUST10959,45.0,98313.8,108.8,76.4,10,8.8,0.0,5,5.6,Ibadan,Family,USSD
CUST10960,43.0,62185.05,18.8,37.28,5,2.7,4.0,4,5.0,Port Harcourt,Professional,Cash
CUST10961,46.0,53364.27,56.4,92.1,13,9.4,4.0,0,12.6,Ibadan,Professional,USSD
CUST10962,54.0,,1.9,136.21,13,8.6,2.0,3,14.9,Lagos,Family,Bank Transfer
CUST10963,40.0,73255.29,12.3,92.91,11,5.0,0.0,1,4.9,Abuja,Professional,Card
CUST10964,47.0,78429.63,2.1,84.61,9,,0.0,11,14.8,Kano,Family,Cash
CUST10965,37.0,74657.85,111.1,101.94,7,3.4,2.0,0,17.7,Port Harcourt,Professional,Bank Transfer
CUST10966,55.0,57777.68,50.9,88.8,6,5.6,0.0,4,0.0,Lagos,Professional,Card
CUST10967,30.0,49343.06,57.4,69.27,9,9.0,2.0,3,21.5,Abuja,Business,Cash
CUST10968,60.0,50609.17,83.4,449.02,8,7.0,2.0,3,16.2,Lagos,Family,USSD
CUST10969,38.0,49409.05,2.7,90.86,6,6.9,1.0,0,17.7,Port Harcourt,Professional,Cash
CUST10970,,102607.06,14.6,86.61,10,7.1,1.0,1,5.9,Abuja,Business,Cash
CUST10971,40.0,76232.61,2.2,60.79,9,6.9,0.0,4,16.7,Lagos,Business,Card
CUST10972,30.0,10914.8,7.1,118.16,7,8.8,2.0,7,17.4,Lagos,Family,Card
CUST10973,48.0,78891.9,7.8,102.24,10,5.9,0.0,1,8.1,Abuja,Professional,Card
CUST10974,30.0,61217.81,19.0,72.7,8,7.8,2.0,0,16.7,Lagos,Business,Bank Transfer
CUST10975,33.0,,9.4,110.8,6,4.9,1.0,2,11.2,Ibadan,Professional,USSD
CUST10976,18.0,44418.14,3.2,72.82,7,8.3,1.0,4,8.3,Lagos,Student,Cash
CUST10977,,,5.5,65.89,10,6.4,1.0,2,10.8,Ibadan,Professional,Cash
CUST10978,18.0,92617.0,4.8,66.39,5,6.9,1.0,3,13.0,Abuja,Family,USSD
CUST10979,19.0,35954.36,108.4,49.4,9,6.3,1.0,3,10.2,Abuja,Business,Cash
CUST10980,47.0,68800.56,42.7,100.21,5,6.6,2.0,1,7.2,Lagos,Family,Card
CUST10981,47.0,32230.78,103.0,47.46,8,5.2,2.0,3,14.4,Port Harcourt,Business,Cash
CUST10982,,25752.8,17.4,55.68,4,7.6,2.0,2,15.4,Port Harcourt,Student,USSD
CUST10983,26.0,38964.02,9.8,33.89,7,8.0,0.0,4,12.9,Abuja,Student,Bank Transfer
CUST10984,37.0,88380.34,48.0,86.69,5,4.6,4.0,4,2.3,Lagos,Family,Bank Transfer
CUST10985,38.0,92902.63,11.8,82.19,16,5.9,3.0,2,8.5,Ibadan,Business,USSD
CUST10986,24.0,72932.19,10.7,77.69,2,7.1,2.0,1,6.9,Ibadan,Professional,Cash
CUST10987,56.0,81952.18,7.9,59.57,8,,,3,22.4,Abuja,Student,Cash
CUST10988,49.0,73056.36,4.2,56.03,9,6.6,0.0,2,12.7,Port Harcourt,Professional,Bank Transfer
CUST10989,35.0,38648.9,8.9,97.32,11,9.9,0.0,5,10.3,Abuja,Professional,Cash
CUST10990,38.0,69748.13,13.2,72.29,8,5.2,2.0,3,8.6,Abuja,Professional,Bank Transfer
CUST10991,41.0,,33.6,95.6,6,2.8,1.0,3,11.3,Lagos,Student,USSD
CUST10992,18.0,666230.0,1.9,63.02,11,5.9,0.0,7,16.5,Abuja,Business,USSD
CUST10993,35.0,105766.68,7.1,90.09,7,6.4,2.0,4,1.0,Kano,Professional,Cash
CUST10994,30.0,81198.79,49.7,121.56,10,6.1,3.0,2,13.4,Lagos,Family,Card
CUST10995,26.0,66728.34,4.8,100.04,10,7.5,1.0,4,9.0,Port Harcourt,Student,Card
CUST10996,35.0,99078.83,12.6,75.7,8,5.1,1.0,3,14.6,Ibadan,Student,Bank Transfer
CUST10997,60.0,54203.55,60.0,,7,4.9,1.0,3,16.8,Lagos,Family,USSD
CUST10998,46.0,33862.29,5.0,79.39,3,5.8,1.0,6,7.8,Lagos,Business,Bank Transfer
CUST10999,31.0,50281.96,2.6,85.4,13,5.8,2.0,2,3.8,Kano,Professional,USSD
CUST11000,45.0,36511.85,19.9,78.45,7,10.0,3.0,0,10.2,Lagos,Business,Bank Transfer
CUST10026,39.0,69917.17,19.4,107.68,11,6.7,1.0,2,12.6,Port Harcourt,Professional,USSD
CUST10121,47.0,808203.59,40.3,83.83,6,6.3,1.0,1,23.0,Ibadan,Family,Cash
CUST10501,49.0,84388.55,15.2,128.13,8,7.5,3.0,1,17.5,Ibadan,Business,Card
